candidate_id,file_name,public_path,visual_family,candidate_scope,source_owner,usage_rights_status,exact_match_status,review_status,priority,evidence_reference,reviewed_by,reviewed_date,notes_internal
local-img-011,plasma-torch-spacer.jpg,/images/products/plasma-torch-spacer.jpg,Plasma,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-012,tig-ceramic-cup.jpg,/images/products/tig-ceramic-cup.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-013,tig-collet-body.jpg,/images/products/tig-collet-body.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-014,tig-gas-lens-1-6mm.jpg,/images/products/tig-gas-lens-1-6mm.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-015,tig-gas-lens.jpg,/images/products/tig-gas-lens.jpg,Unknown,not_suitable,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-016,welding-cable.jpg,/images/products/welding-cable.jpg,Welding Accessories,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-017,welding-electrode.jpg,/images/products/welding-electrode.jpg,Welding Consumables,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-018,丙烷割嘴.png,/images/products/丙烷割嘴.png,Plasma,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-019,保护嘴.png,/images/products/保护嘴.png,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-020,割圆.jpg,/images/products/割圆.jpg,Plasma,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-021,喷嘴.jpg,/images/products/喷嘴.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-022,喷嘴1.jpg,/images/products/喷嘴1.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-023,喷嘴2.jpg,/images/products/喷嘴2.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-024,地线夹3.jpg,/images/products/地线夹3.jpg,Welding Accessories,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Ground-clamp visual; no Welding Magnet candidate was found."
local-img-025,地线夹子.jpg,/images/products/地线夹子.jpg,Welding Accessories,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Ground-clamp visual; no Welding Magnet candidate was found."
local-img-026,埋弧焊.jpg,/images/products/埋弧焊.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-027,大桥牌气体保护实心焊丝.jpg,/images/products/大桥牌气体保护实心焊丝.jpg,Welding Consumables,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-028,大桥电焊条.jpg,/images/products/大桥电焊条.jpg,Welding Consumables,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-029,微信图片_202404111901253.jpg,/images/products/微信图片_202404111901253.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-030,微信图片_202404111901254.jpg,/images/products/微信图片_202404111901254.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-031,微信图片_202404111901295.jpg,/images/products/微信图片_202404111901295.jpg,Plasma,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Plasma consumable appearance does not prove that this is a retaining cap."
local-img-032,微信图片_202404111901296.jpg,/images/products/微信图片_202404111901296.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P0,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Priority 15AK-family candidate; compare with a labeled sample or controlled drawing."
local-img-033,微信图片_20240411190130.jpg,/images/products/微信图片_20240411190130.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-034,微信图片_202404111901301.jpg,/images/products/微信图片_202404111901301.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-035,微信图片_202404111901302.jpg,/images/products/微信图片_202404111901302.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-036,微信图片_202404111901303.jpg,/images/products/微信图片_202404111901303.jpg,Plasma,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Plasma consumable appearance does not prove that this is a retaining cap."
local-img-037,微信图片_202404111901304.jpg,/images/products/微信图片_202404111901304.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P0,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Priority 15AK-family candidate; compare with a labeled sample or controlled drawing."
local-img-038,微信图片_202404111901305.jpg,/images/products/微信图片_202404111901305.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-039,微信图片_202404111901307.jpg,/images/products/微信图片_202404111901307.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P0,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Priority 15AK-family candidate; compare with a labeled sample or controlled drawing."
local-img-040,微信图片_202404111901308.jpg,/images/products/微信图片_202404111901308.jpg,Plasma,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Plasma consumable appearance does not prove that this is a retaining cap."
local-img-041,微信图片_20240411190131.jpg,/images/products/微信图片_20240411190131.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-042,微信图片_202404111901311.jpg,/images/products/微信图片_202404111901311.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-043,微信图片_202404111901312.jpg,/images/products/微信图片_202404111901312.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-044,微信图片_202404111901313.jpg,/images/products/微信图片_202404111901313.jpg,Unknown,unknown_identity,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-045,微信图片_202404111901314.jpg,/images/products/微信图片_202404111901314.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-046,微信图片_202404111901315.jpg,/images/products/微信图片_202404111901315.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-047,微信图片_202404111901316.jpg,/images/products/微信图片_202404111901316.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-048,微信图片_20240411190132.jpg,/images/products/微信图片_20240411190132.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-049,微信图片_202404111901321.jpg,/images/products/微信图片_202404111901321.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-050,微信图片_202404111901322.jpg,/images/products/微信图片_202404111901322.jpg,Unknown,unknown_identity,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-051,微信图片_202404111901323.jpg,/images/products/微信图片_202404111901323.jpg,Unknown,unknown_identity,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-052,微信图片_202404111901324.jpg,/images/products/微信图片_202404111901324.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-053,微信图片_202404111901325.jpg,/images/products/微信图片_202404111901325.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P0,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Priority 15AK-family candidate; compare with a labeled sample or controlled drawing."
local-img-054,微信图片_202404111901326.jpg,/images/products/微信图片_202404111901326.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P0,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Priority 15AK-family candidate; compare with a labeled sample or controlled drawing."
local-img-055,微信图片_202404111901327.jpg,/images/products/微信图片_202404111901327.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-056,微信图片_20240411190133.jpg,/images/products/微信图片_20240411190133.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-057,微信图片_202404111901331.jpg,/images/products/微信图片_202404111901331.jpg,Plasma,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Plasma consumable appearance does not prove that this is a retaining cap."
local-img-058,微信图片_202404111901332.jpg,/images/products/微信图片_202404111901332.jpg,Welding Accessories,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-059,微信图片_202404111901336.jpg,/images/products/微信图片_202404111901336.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-060,欧式弯管1.jpg,/images/products/欧式弯管1.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-061,气电接头.jpg,/images/products/气电接头.jpg,Welding Accessories,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-062,氩弧焊配件.jpg,/images/products/氩弧焊配件.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-063,温州40.jpg,/images/products/温州40.jpg,Plasma,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed. Plasma consumable appearance does not prove that this is a retaining cap."
local-img-064,焊机.jpg,/images/products/焊机.jpg,Welding Equipment,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-065,焊枪1.jpg,/images/products/焊枪1.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-066,焊枪2.jpg,/images/products/焊枪2.jpg,MIG/MAG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-067,瓷嘴.jpg,/images/products/瓷嘴.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-068,瓷嘴0.jpg,/images/products/瓷嘴0.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-069,绝缘套2.jpg,/images/products/绝缘套2.jpg,Unknown,unknown_identity,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-070,绝缘套3.jpg,/images/products/绝缘套3.jpg,Unknown,unknown_identity,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-071,送丝机.jpg,/images/products/送丝机.jpg,Welding Accessories,product_family_reference,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-072,钨极夹.jpg,/images/products/钨极夹.jpg,TIG,product_family_reference,,needs_confirmation,unverified,needs_review,P1,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
local-img-073,阻尼轴.png,/images/products/阻尼轴.png,Unknown,unknown_identity,,needs_confirmation,unverified,needs_review,P2,,,,"Filename and visual-family review only. Do not publish or assign to an exact SKU before source owner, website-use rights and product identity are reviewed."
