asset_id,sku,product,category,role,public_path,priority,task_type,product_status,publication_status,source_kind,source_reference,source_owner,usage_rights_status,content_match_status,dimensions,required_actions,capture_guidance,approval_requirements
img-af-pla-ct-0012-main-01,AF-PLA-CT-0012,Plasma Cutting Tip,Plasma Cutting Consumables,main,/images/products/plasma-cutting-tip.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-pla-el-0007-main-01,AF-PLA-EL-0007,Plasma Electrode,Plasma Cutting Consumables,main,/images/products/plasma-electrode.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,1920 x 1080,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-pla-nz-0008-main-01,AF-PLA-NZ-0008,Plasma Nozzle,Plasma Cutting Consumables,main,/images/products/plasma-nozzle.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-pla-pt-0034-main-01,AF-PLA-PT-0034,Plasma Cutting Torch,Plasma Cutting Consumables,main,/images/products/plasma-cutting-torch.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,1200 x 900,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-pla-rc-0011-main-01,AF-PLA-RC-0011,Plasma Retaining Cap,Plasma Cutting Consumables,main,/images/products/plasma-retaining-cap.jpg,P1,capture_and_approve,draft,blocked,unknown,Current public asset. Original source owner and source file require confirmation.,,needs_confirmation,needs_review,1200 x 900,"Capture and approve a dedicated exact-product image before publication; Identify the original source and owner or replace the asset; Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Record the original source file; Record the reviewer and ISO review date after evidence review; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-pla-sh-0010-main-01,AF-PLA-SH-0010,Plasma Shield,Plasma Cutting Consumables,main,/images/products/plasma-shield.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-pla-sr-0009-main-01,AF-PLA-SR-0009,Plasma Swirl Ring,Plasma Cutting Consumables,main,/images/products/plasma-swirl-ring-catalog.jpg,P1,exact_product_replacement,active,legacy_reference,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 22 (catalog pages 37-38). Image is retained as a product-family reference.,,needs_confirmation,product_family_reference,1200 x 1200,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-pla-ts-0013-main-01,AF-PLA-TS-0013,Plasma Torch Spacer,Plasma Cutting Consumables,main,/images/products/plasma-torch-spacer-catalog.jpg,P1,exact_product_replacement,active,legacy_reference,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 22 (catalog page 38). Image is retained as a product-family reference.,,needs_confirmation,product_family_reference,1200 x 1200,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-bc-0011-main-01,AF-TIG-BC-0011,TIG Back Cap,TIG Torch Parts,main,/images/products/tig-back-cap.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-cb-0005-main-01,AF-TIG-CB-0005,TIG Collet Body,TIG Torch Parts,main,/images/products/tig-collet-body-reference.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,750 x 750,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 750 x 750 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-cc-0007-main-01,AF-TIG-CC-0007,TIG Ceramic Cup #5,TIG Torch Parts,main,/images/products/tig-ceramic-cup-5.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-cc-0008-main-01,AF-TIG-CC-0008,TIG Ceramic Cup #6,TIG Torch Parts,main,/images/products/tig-ceramic-cup-6.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-cl-0009-main-01,AF-TIG-CL-0009,TIG Collet,TIG Torch Parts,main,/images/products/tig-collet.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-gl-0010-main-01,AF-TIG-GL-0010,TIG Gas Lens 1.6mm,TIG Torch Parts,main,/images/products/tig-gas-lens-1-6mm-catalog.jpg,P1,exact_product_replacement,active,legacy_reference,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 35 (catalog pages 63-64). Image is retained as a product-family reference.,,needs_confirmation,product_family_reference,1200 x 1200,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-te-0012-main-01,AF-TIG-TE-0012,TIG Tungsten Electrode,TIG Torch Parts,main,/images/products/tig-tungsten-electrode.jpg,P1,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,750 x 750,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 750 x 750 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-ts-0036-main-01,AF-TIG-TS-0036,TIG Torch Switch,TIG Torch Parts,main,/images/products/tig-torch-switch.jpg,P1,capture_and_approve,draft,blocked,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 36. Image is retained as a product-family reference.,,needs_confirmation,needs_review,1200 x 900,"Capture and approve a dedicated exact-product image before publication; Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-tig-tt-0035-main-01,AF-TIG-TT-0035,TIG Welding Torch,TIG Torch Parts,main,/images/products/tig-welding-torch.jpg,P1,exact_product_replacement,active,legacy_reference,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 25. Image is retained as a product-family reference.,,needs_confirmation,product_family_reference,1200 x 900,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-mig-gn-0008-gallery-02,AF-MIG-GN-0008,MIG Gas Nozzle for MB15,MIG/MAG Torch Parts,gallery,/images/products/mig-gas-nozzle-gallery-1.jpg,P2,provenance_review,active,legacy_reference,unknown,Current public asset. Original source owner and source file require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Identify the original source and owner or replace the asset; Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Record the original source file; Record the reviewer and ISO review date after evidence review; Replace the low-resolution 800 x 800 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-mig-gn-0008-gallery-03,AF-MIG-GN-0008,MIG Gas Nozzle for MB15,MIG/MAG Torch Parts,gallery,/images/products/mig-gas-nozzle-gallery-2.jpg,P2,provenance_review,active,legacy_reference,unknown,Current public asset. Original source owner and source file require confirmation.,,needs_confirmation,product_family_reference,790 x 790,"Identify the original source and owner or replace the asset; Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Record the original source file; Record the reviewer and ISO review date after evidence review; Replace the low-resolution 790 x 790 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-mig-gn-0008-gallery-04,AF-MIG-GN-0008,MIG Gas Nozzle for MB15,MIG/MAG Torch Parts,gallery,/images/products/mig-gas-nozzle-gallery-3.jpg,P2,provenance_review,active,legacy_reference,unknown,Current public asset. Original source owner and source file require confirmation.,,needs_confirmation,product_family_reference,790 x 790,"Identify the original source and owner or replace the asset; Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Record the original source file; Record the reviewer and ISO review date after evidence review; Replace the low-resolution 790 x 790 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-cc-0012-main-01,AF-ACC-CC-0012,Welding Cable Connector,Welding Accessories,main,/images/products/welding-cable-connector.jpg,P2,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,726 x 532,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 726 x 532 source with a sharper exact-product view",Show the complete product arrangement plus clear end or connector details.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-dc-0014-main-01,AF-ACC-DC-0014,Dinse Connector,Welding Accessories,main,/images/products/dinse-connector.jpg,P2,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view",Show the complete product at a three-quarter angle plus the genuine contact or connection area.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-fa-0041-main-01,AF-ACC-FA-0041,Wire Feeder Accessories,Welding Accessories,main,/images/products/wire-feeder-accessories.jpg,P2,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,1200 x 900,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-fm-0043-main-01,AF-ACC-FM-0043,CO2 Flowmeter,Welding Accessories,main,/images/products/co2-flowmeter.jpg,P2,exact_product_replacement,active,legacy_reference,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 58. Image is retained as a product-family reference.,,needs_confirmation,product_family_reference,1200 x 900,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-gc-0011-main-01,AF-ACC-GC-0011,Ground Clamp,Welding Accessories,main,/images/products/ground-clamp.jpg,P2,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,750 x 750,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 750 x 750 source with a sharper exact-product view",Show the complete product at a three-quarter angle plus the genuine contact or connection area.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-pc-0042-main-01,AF-ACC-PC-0042,Welding Protective Cover,Welding Accessories,main,/images/products/welding-protective-cover.jpg,P2,exact_product_replacement,active,legacy_reference,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 58. Image is retained as a product-family reference.,,needs_confirmation,product_family_reference,1200 x 900,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-rt-0039-main-01,AF-ACC-RT-0039,Robotic MIG/MAG Welding Torch Front End,Welding Accessories,main,/images/products/robot-welding-torch.jpg,P2,exact_product_replacement,active,legacy_reference,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 48. Image is retained as a product-family reference.,,needs_confirmation,product_family_reference,1200 x 900,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-sa-0038-main-01,AF-ACC-SA-0038,Stud Welding Accessories,Welding Accessories,main,/images/products/stud-welding-accessories.jpg,P2,exact_product_replacement,active,legacy_reference,company_catalog_crop,Renqiu Ailesen welding catalog PDF page 37. Image is retained as a product-family reference.,,needs_confirmation,product_family_reference,1200 x 900,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-wc-0013-main-01,AF-ACC-WC-0013,Welding Cable,Welding Accessories,main,/images/products/welding-cable-supplier.jpg,P2,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,1200 x 1200,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing",Show the complete product arrangement plus clear end or connector details.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-acc-wm-0015-main-01,AF-ACC-WM-0015,Welding Magnet,Welding Accessories,main,/images/products/welding-magnet.jpg,P2,capture_and_approve,draft,blocked,unknown,Current public asset. Original source owner and source file require confirmation.,,needs_confirmation,needs_review,1200 x 900,"Capture and approve a dedicated exact-product image before publication; Identify the original source and owner or replace the asset; Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Record the original source file; Record the reviewer and ISO review date after evidence review; Replace the low-resolution 1200 x 900 source with a sharper exact-product view",Show the exact product on a clean neutral background with complete geometry visible and in focus.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-con-eh-0010-main-01,AF-CON-EH-0010,Electrode Holder,Welding Consumables,main,/images/products/electrode-holder.jpg,P2,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,800 x 800,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 800 x 800 source with a sharper exact-product view",Show the complete product at a three-quarter angle plus the genuine contact or connection area.,"Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-con-el-0011-main-01,AF-CON-EL-0011,Welding Electrode,Welding Consumables,main,/images/products/welding-electrode-supplier.jpg,P2,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,1200 x 1200,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
img-af-con-se-0040-main-01,AF-CON-SE-0040,Spot Welding Electrode,Welding Consumables,main,/images/products/spot-welding-electrode.jpg,P2,exact_product_replacement,active,legacy_reference,local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,,needs_confirmation,product_family_reference,1200 x 900,"Record the permitted website-usage basis; Match the image to the exact physical SKU using a label, sample or drawing; Replace the low-resolution 1200 x 900 source with a sharper exact-product view","Show the complete product, side profile and opening or thread detail for the same physical SKU.","Record source owner, original file, usage basis, exact-SKU evidence, reviewer and ISO review date. Do not alter threads, holes, dimensions, connections or product shape."
