asset_id,sku,product_slug,role,public_path,alt_text,source_kind,source_reference,source_file,source_owner,ownership_status,usage_rights_status,content_match_status,publication_status,reviewed_by,reviewed_date,notes_internal
img-af-mig-sn-0010-main-01,AF-MIG-SN-0010,mig-swan-neck,main,/images/products/mig-swan-neck.jpg,"MIG Swan Neck, MIG/MAG Torch Parts product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,欧式弯管1.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-cc-0007-main-01,AF-TIG-CC-0007,tig-ceramic-cup-5,main,/images/products/tig-ceramic-cup-5.jpg,"TIG Ceramic Cup #5, TIG Torch Parts product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,瓷嘴0.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Official company catalog review,2026-08-12,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-cc-0008-main-01,AF-TIG-CC-0008,tig-ceramic-cup-6,main,/images/products/tig-ceramic-cup-6.jpg,"TIG Ceramic Cup #6, TIG Torch Parts product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,瓷嘴0.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Official company catalog review,2026-08-12,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-cl-0009-main-01,AF-TIG-CL-0009,tig-collet,main,/images/products/tig-collet.jpg,"TIG Collet, TIG Torch Parts product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,钨极夹.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Official company catalog review,2026-08-12,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-cb-0005-main-01,AF-TIG-CB-0005,tig-collet-body,main,/images/products/tig-collet-body-reference.jpg,"TIG Collet Body, TIG Torch Parts product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,氩弧焊配件.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Official company catalog and internal image asset review,2026-08-21,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-gl-0010-main-01,AF-TIG-GL-0010,tig-gas-lens-1-6mm,main,/images/products/tig-gas-lens-1-6mm-catalog.jpg,"TIG Gas Lens 1.6mm, TIG Torch Parts product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 35 (catalog pages 63-64). Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Official company catalog review,2026-07-31,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-bc-0011-main-01,AF-TIG-BC-0011,tig-back-cap,main,/images/products/tig-back-cap.jpg,"TIG Back Cap, TIG Torch Parts product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_20240411190132.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-te-0012-main-01,AF-TIG-TE-0012,tig-tungsten-electrode,main,/images/products/tig-tungsten-electrode.jpg,"TIG Tungsten Electrode, TIG Torch Parts product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_20240411190131.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-pla-el-0007-main-01,AF-PLA-EL-0007,plasma-electrode,main,/images/products/plasma-electrode.jpg,"Plasma Electrode, Plasma Cutting Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_202404111901331.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Official company catalog review,2026-08-12,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-pla-nz-0008-main-01,AF-PLA-NZ-0008,plasma-nozzle,main,/images/products/plasma-nozzle.jpg,"Plasma Nozzle, Plasma Cutting Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_202404111901308.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Official company catalog review,2026-08-12,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-pla-sr-0009-main-01,AF-PLA-SR-0009,plasma-swirl-ring,main,/images/products/plasma-swirl-ring-catalog.jpg,"Plasma Swirl Ring, Plasma Cutting Consumables product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 22 (catalog pages 37-38). Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Official company catalog review,2026-07-31,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-pla-sh-0010-main-01,AF-PLA-SH-0010,plasma-shield,main,/images/products/plasma-shield.jpg,"Plasma Shield, Plasma Cutting Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_202404111901303.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal visual asset audit,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-pla-rc-0011-main-01,AF-PLA-RC-0011,plasma-retaining-cap,main,/images/products/plasma-retaining-cap.jpg,"Plasma Retaining Cap, Plasma Cutting Consumables product reference image",unknown,Current public asset. Original source owner and source file require confirmation.,,,unknown,needs_confirmation,needs_review,blocked,,,Do not publish until a dedicated exact-product image and source record are approved.
img-af-pla-ct-0012-main-01,AF-PLA-CT-0012,plasma-cutting-tip,main,/images/products/plasma-cutting-tip.jpg,"Plasma Cutting Tip, Plasma Cutting Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,温州40.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-pla-ts-0013-main-01,AF-PLA-TS-0013,plasma-torch-spacer,main,/images/products/plasma-torch-spacer-catalog.jpg,"Plasma Torch Spacer, Plasma Cutting Consumables product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 22 (catalog page 38). Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Official company catalog review,2026-07-31,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-con-eh-0010-main-01,AF-CON-EH-0010,electrode-holder,main,/images/products/electrode-holder.jpg,"Electrode Holder, Welding Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_202404111901314.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-con-el-0011-main-01,AF-CON-EL-0011,welding-electrode,main,/images/products/welding-electrode-supplier.jpg,"Welding Electrode, Welding Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,大桥电焊条.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal catalog and visual asset review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-con-ww-0012-main-01,AF-CON-WW-0012,welding-wire,main,/images/products/welding-wire.jpg,"Welding Wire, Welding Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,大桥牌气体保护实心焊丝.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-gc-0011-main-01,AF-ACC-GC-0011,ground-clamp,main,/images/products/ground-clamp.jpg,"Ground Clamp, Welding Accessories product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,地线夹3.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-cc-0012-main-01,AF-ACC-CC-0012,welding-cable-connector,main,/images/products/welding-cable-connector.jpg,"Welding Cable Connector, Welding Accessories product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,QQ截图20211203091759.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-wc-0013-main-01,AF-ACC-WC-0013,welding-cable,main,/images/products/welding-cable-supplier.jpg,"Welding Cable, Welding Accessories product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_202404111901332.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal catalog and visual asset review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-dc-0014-main-01,AF-ACC-DC-0014,dinse-connector,main,/images/products/dinse-connector.jpg,"Dinse Connector, Welding Accessories product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_202404111901332.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Internal image review,2026-07-26,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-wm-0015-main-01,AF-ACC-WM-0015,welding-magnet,main,/images/products/welding-magnet.jpg,"Welding Magnet, Welding Accessories product reference image",unknown,Current public asset. Original source owner and source file require confirmation.,,,unknown,needs_confirmation,needs_review,blocked,,,Do not publish until a dedicated exact-product image and source record are approved.
img-af-mig-mt-0031-main-01,AF-MIG-MT-0031,mig-mag-welding-torch,main,/images/products/mig-mag-welding-torch.jpg,"MIG/MAG Welding Torch, MIG/MAG Torch Parts product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,焊枪1.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-mig-ms-0032-main-01,AF-MIG-MS-0032,mig-torch-switch,main,/images/products/mig-torch-switch.jpg,"MIG Torch Switch, MIG/MAG Torch Parts product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 19. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-mac-wf-0033-main-01,AF-MAC-WF-0033,wire-feeder,main,/images/products/wire-feeder.jpg,"Wire Feeder, Welding Machines product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 39. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-pla-pt-0034-main-01,AF-PLA-PT-0034,plasma-cutting-torch,main,/images/products/plasma-cutting-torch.jpg,"Plasma Cutting Torch, Plasma Cutting Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,P809.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-tt-0035-main-01,AF-TIG-TT-0035,tig-welding-torch,main,/images/products/tig-welding-torch.jpg,"TIG Welding Torch, TIG Torch Parts product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 25. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-tig-ts-0036-main-01,AF-TIG-TS-0036,tig-torch-switch,main,/images/products/tig-torch-switch.jpg,"TIG Torch Switch, TIG Torch Parts product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 36. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,needs_review,blocked,Codex catalog and image audit,2026-08-12,Do not publish until a dedicated exact-product image and source record are approved.
img-af-mac-sg-0037-main-01,AF-MAC-SG-0037,stud-welding-gun,main,/images/products/stud-welding-gun.jpg,"Stud Welding Gun, Welding Machines product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 37. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-sa-0038-main-01,AF-ACC-SA-0038,stud-welding-accessories,main,/images/products/stud-welding-accessories.jpg,"Stud Welding Accessories, Welding Accessories product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 37. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-rt-0039-main-01,AF-ACC-RT-0039,robot-welding-torch,main,/images/products/robot-welding-torch.jpg,"Robotic MIG/MAG Welding Torch Front End, Welding Accessories product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 48. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Codex catalog and Search Console evidence audit,2026-08-13,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-con-se-0040-main-01,AF-CON-SE-0040,spot-welding-electrode,main,/images/products/spot-welding-electrode.jpg,"Spot Welding Electrode, Welding Consumables product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,微信图片_202404111901308.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-fa-0041-main-01,AF-ACC-FA-0041,wire-feeder-accessories,main,/images/products/wire-feeder-accessories.jpg,"Wire Feeder Accessories, Welding Accessories product reference image",local_supplier_archive,Local supplier image archive visual match. Exact variant and public usage rights require confirmation.,送丝机.jpg,,supplier_or_third_party,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-pc-0042-main-01,AF-ACC-PC-0042,welding-protective-cover,main,/images/products/welding-protective-cover.jpg,"Welding Protective Cover, Welding Accessories product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 58. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
img-af-acc-fm-0043-main-01,AF-ACC-FM-0043,co2-flowmeter,main,/images/products/co2-flowmeter.jpg,"CO2 Flowmeter, Welding Accessories product reference image",company_catalog_crop,Renqiu Ailesen welding catalog PDF page 58. Image is retained as a product-family reference.,renqiu-ailesen-welding-catalog.pdf,,company_document,needs_confirmation,product_family_reference,legacy_reference,Codex PDF visual audit,2026-06-29,Migration record for an existing public reference image. Confirm exact-product match and usage rights before upgrading publication status.
