candidate_id,series_evidence_id,component_key,component_name,catalog_position,variant_key,variant_label,reference_summary,requested_confirmation,factory_product_name,factory_sku,factory_material,factory_thread,factory_dimensions,factory_compatibility,factory_packaging,factory_moq,factory_lead_time,evidence_type,evidence_reference,verification_status,verified_by,verified_date,image_request_status,notes_internal
"602-candidate-contact-tip-holder-m8-25-5mm","mig-series-602","tip-holder","Contact Tip Holder","3","contact-tip-holder-m8-25-5mm","Contact Tip Holder M8 x 25.5 mm","Catalog table and wear-parts diagram show an M8 tip holder with 25.5 mm length reference.","Confirm both thread interfaces, overall length, hex dimensions, cross-hole, material and exact connection geometry","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-gas-diffuser-dmc","mig-series-602","gas-diffuser","Gas Diffuser","4","gas-diffuser-dmc","Gas Diffuser DMC","Catalog wear-parts table lists Gas Diffuser DMC.","Confirm exact variant identity, material, overall dimensions, interfaces, gas openings and sealing geometry","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-gas-diffuser-ceramic","mig-series-602","gas-diffuser","Gas Diffuser","4","gas-diffuser-ceramic","Gas Diffuser Ceramic","Catalog wear-parts table lists Gas Diffuser Ceramic.","Confirm exact variant identity, material, overall dimensions, interfaces, gas openings and sealing geometry","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-swan-neck","mig-series-602","swan-neck","Swan Neck","5","swan-neck","Swan Neck","Catalog assembly and wear-parts sections show one swan-neck candidate.","Confirm bend geometry, overall reach, front and rear interfaces, seals, coolant passages and exact torch arrangement","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-cable-support-spring","mig-series-602","cable-support-spring","Cable Support Spring","6","cable-support-spring","Cable Support Spring","Catalog assembly table lists Cable Support Spring.","Confirm dimensions, mounting interfaces and exact cable-assembly position","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-rear-handle","mig-series-602","rear-handle","Rear Handle","7","rear-handle","Rear Handle","Catalog assembly table lists Rear Handle.","Confirm handle geometry, trigger/control arrangement, mounting points and exact torch model","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-adaptor-nut","mig-series-602","adaptor-nut","Adaptor Nut","8","adaptor-nut","Adaptor Nut","Catalog assembly table lists Adaptor Nut.","Confirm thread, dimensions, material and connection position","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-central-connector","mig-series-602","central-connector","Central Connector","9","central-connector","Central Connector","Catalog assembly table lists Central Connector.","Confirm connector standard, pin layout, media paths, dimensions and machine-side interface","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-nut-m10x1","mig-series-602","connector-nut","Connector Nut","10","nut-m10x1","Nut M10 x 1","Catalog assembly table lists a connector nut marked M10 x 1.","Confirm M10 x 1 thread, nut geometry, material and exact connector position","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-liner-3-5m","mig-series-602","torch-liner","Torch Liner","11","liner-3-5m","Torch Liner 3.5 m","Catalog table lists a 3.5 m liner for 1.2-1.6 mm wire.","Confirm actual liner length, wire range, liner type, inner and outer diameters, end fittings and torch/cable arrangement","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-liner-5-5m","mig-series-602","torch-liner","Torch Liner","11","liner-5-5m","Torch Liner 5.5 m","Catalog table lists a 5.5 m liner for 1.2-1.6 mm wire.","Confirm actual liner length, wire range, liner type, inner and outer diameters, end fittings and torch/cable arrangement","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Candidate only; no SKU or compatibility relationship until exact identity and evidence are reviewed."
"602-candidate-rear-media-connection-set","mig-series-602","rear-media-connection-set","Rear Media Connection Set","assembly drawing","rear-media-connection-set","Rear Media Connection Set","Catalog assembly drawing visibly shows multiple rear media leads without labeling every function.","Provide a controlled connection drawing identifying coolant supply, coolant return, shielding gas, power and control paths plus every connector and seal","","","","","","","","","","","","NEEDS_FACTORY_CONFIRMATION","","","requested","Do not infer media function from hose color, position or a visually similar water-cooled torch."
