request_id,series_evidence_id,candidate_id,component_key,variant_key,variant_label,asset_role,image_type,target_path,shot_guidance,required_detail,source_owner,usage_rights,file_name,review_status,reviewed_by,reviewed_date,notes_internal
501d-img-insulator-main,mig-series-501d,501d-candidate-insulator,insulator,insulator,Insulator,main,front-three-quarter,/images/products/501d-intake/insulator-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-swan-neck-main,mig-series-501d,501d-candidate-swan-neck,swan-neck,swan-neck,Swan Neck,main,front-three-quarter,/images/products/501d-intake/swan-neck-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-cable-support-spring-main,mig-series-501d,501d-candidate-cable-support-spring,cable-support-spring,cable-support-spring,Cable Support Spring,main,front-three-quarter,/images/products/501d-intake/cable-support-spring-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-rear-handle-main,mig-series-501d,501d-candidate-rear-handle,rear-handle,rear-handle,Rear Handle,main,front-three-quarter,/images/products/501d-intake/rear-handle-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-adaptor-nut-main,mig-series-501d,501d-candidate-adaptor-nut,adaptor-nut,adaptor-nut,Adaptor Nut,main,front-three-quarter,/images/products/501d-intake/adaptor-nut-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-euro-connector-main,mig-series-501d,501d-candidate-euro-connector,euro-connector,euro-connector,Euro Connector,main,front-three-quarter,/images/products/501d-intake/euro-connector-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-nut-m10x1-main,mig-series-501d,501d-candidate-nut-m10x1,connector-nut,nut-m10x1,Nut M10 x 1,main,front-three-quarter,/images/products/501d-intake/nut-m10x1-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-liner-3-5m-main,mig-series-501d,501d-candidate-liner-3-5m,torch-liner,liner-3-5m,Torch Liner 3.5 m,main,front-three-quarter,/images/products/501d-intake/liner-3-5m-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-liner-5-5m-main,mig-series-501d,501d-candidate-liner-5-5m,torch-liner,liner-5-5m,Torch Liner 5.5 m,main,front-three-quarter,/images/products/501d-intake/liner-5-5m-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-rear-media-connection-set-main,mig-series-501d,501d-candidate-rear-media-connection-set,rear-media-connection-set,rear-media-connection-set,Rear Media Connection Set,main,front-three-quarter,/images/products/501d-intake/rear-media-connection-set-main.jpg,White background with all rear media leads separated but in original assembly order,"Show every connector, hose end, conductor and genuine marking without color reassignment",,,,requested,,,One exact candidate only; no visually similar substitute.
501d-img-complete-torch-3m-rear-interface,mig-series-501d,501d-candidate-complete-torch-3m,complete-torch,complete-torch-3m,ORK 501D Complete Torch 3M,technical,rear-media-interface,/images/products/501d-intake/complete-torch-3m-rear-interface.jpg,Square close-up of machine-side connector and all media leads,Show connector geometry and each lead end; include factory connection labels where available,,,,requested,,,Image alone does not assign functions or prove compatibility.
501d-img-complete-torch-5m-rear-interface,mig-series-501d,501d-candidate-complete-torch-5m,complete-torch,complete-torch-5m,ORK 501D Complete Torch 5M,technical,rear-media-interface,/images/products/501d-intake/complete-torch-5m-rear-interface.jpg,Square close-up of machine-side connector and all media leads,Show connector geometry and each lead end; include factory connection labels where available,,,,requested,,,Image alone does not assign functions or prove compatibility.
501d-img-nozzle-cylindrical-20mm-wall-2-0-dimension,mig-series-501d,501d-candidate-nozzle-cylindrical-20mm-wall-2-0,gas-nozzle,nozzle-cylindrical-20mm-wall-2-0,Cylindrical Nozzle 20 mm / 2.0 mm Wall,dimension,controlled-measurement,/images/products/501d-intake/nozzle-cylindrical-20mm-wall-2-0-dimension.jpg,Exact nozzle beside calibrated measuring tools,"Show opening, wall thickness, outside diameter, length and connection geometry",,,,requested,,,Measurement applies only to this exact profile/wall variant.
501d-img-nozzle-conical-16mm-wall-2-0-dimension,mig-series-501d,501d-candidate-nozzle-conical-16mm-wall-2-0,gas-nozzle,nozzle-conical-16mm-wall-2-0,Conical Nozzle 16 mm / 2.0 mm Wall,dimension,controlled-measurement,/images/products/501d-intake/nozzle-conical-16mm-wall-2-0-dimension.jpg,Exact nozzle beside calibrated measuring tools,"Show opening, wall thickness, outside diameter, length and connection geometry",,,,requested,,,Measurement applies only to this exact profile/wall variant.
501d-img-nozzle-tapered-14mm-wall-2-0-dimension,mig-series-501d,501d-candidate-nozzle-tapered-14mm-wall-2-0,gas-nozzle,nozzle-tapered-14mm-wall-2-0,Tapered Nozzle 14 mm / 2.0 mm Wall,dimension,controlled-measurement,/images/products/501d-intake/nozzle-tapered-14mm-wall-2-0-dimension.jpg,Exact nozzle beside calibrated measuring tools,"Show opening, wall thickness, outside diameter, length and connection geometry",,,,requested,,,Measurement applies only to this exact profile/wall variant.
501d-img-nozzle-cylindrical-19mm-wall-2-5-dimension,mig-series-501d,501d-candidate-nozzle-cylindrical-19mm-wall-2-5,gas-nozzle,nozzle-cylindrical-19mm-wall-2-5,Cylindrical Nozzle 19 mm / 2.5 mm Wall,dimension,controlled-measurement,/images/products/501d-intake/nozzle-cylindrical-19mm-wall-2-5-dimension.jpg,Exact nozzle beside calibrated measuring tools,"Show opening, wall thickness, outside diameter, length and connection geometry",,,,requested,,,Measurement applies only to this exact profile/wall variant.
501d-img-nozzle-conical-16mm-wall-2-5-dimension,mig-series-501d,501d-candidate-nozzle-conical-16mm-wall-2-5,gas-nozzle,nozzle-conical-16mm-wall-2-5,Conical Nozzle 16 mm / 2.5 mm Wall,dimension,controlled-measurement,/images/products/501d-intake/nozzle-conical-16mm-wall-2-5-dimension.jpg,Exact nozzle beside calibrated measuring tools,"Show opening, wall thickness, outside diameter, length and connection geometry",,,,requested,,,Measurement applies only to this exact profile/wall variant.
501d-img-nozzle-tapered-14mm-wall-2-5-dimension,mig-series-501d,501d-candidate-nozzle-tapered-14mm-wall-2-5,gas-nozzle,nozzle-tapered-14mm-wall-2-5,Tapered Nozzle 14 mm / 2.5 mm Wall,dimension,controlled-measurement,/images/products/501d-intake/nozzle-tapered-14mm-wall-2-5-dimension.jpg,Exact nozzle beside calibrated measuring tools,"Show opening, wall thickness, outside diameter, length and connection geometry",,,,requested,,,Measurement applies only to this exact profile/wall variant.
501d-img-tip-ecu-1-0-detail,mig-series-501d,501d-candidate-tip-ecu-1-0,contact-tip,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,technical,thread-and-orifice-detail,/images/products/501d-intake/contact-tip-ecu-1-0mm-detail.jpg,"Macro view of exact contact-tip thread, opening and marking","Show thread profile, calibrated bore evidence and genuine material/size marking",,,,requested,,,Cannot confirm other wire-size variants.
501d-img-tip-cucrzr-1-0-detail,mig-series-501d,501d-candidate-tip-cucrzr-1-0,contact-tip,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,technical,thread-and-orifice-detail,/images/products/501d-intake/contact-tip-cucrzr-1-0mm-detail.jpg,"Macro view of exact contact-tip thread, opening and marking","Show thread profile, calibrated bore evidence and genuine material/size marking",,,,requested,,,Cannot confirm other wire-size variants.
501d-img-gas-diffuser-dmc-detail,mig-series-501d,501d-candidate-gas-diffuser-dmc,gas-diffuser,gas-diffuser-dmc,Gas Diffuser DMC,technical,interface-and-hole-detail,/images/products/501d-intake/gas-diffuser-dmc-detail.jpg,Macro view of exact diffuser interfaces and gas holes,"Show both ends, thread, hole pattern and construction",,,,requested,,,One diffuser variant only.
501d-img-gas-diffuser-ceramic-detail,mig-series-501d,501d-candidate-gas-diffuser-ceramic,gas-diffuser,gas-diffuser-ceramic,Gas Diffuser Ceramic,technical,interface-and-hole-detail,/images/products/501d-intake/gas-diffuser-ceramic-detail.jpg,Macro view of exact diffuser interfaces and gas holes,"Show both ends, thread, hole pattern and construction",,,,requested,,,One diffuser variant only.
501d-img-tip-holder-25-dimension,mig-series-501d,501d-candidate-tip-holder-25,tip-holder,tip-holder-25mm,Contact Tip Holder M8 x 25 mm,dimension,controlled-measurement,/images/products/501d-intake/tip-holder-25mm-dimension.jpg,Exact holder beside calibrated measuring tools,"Show length, both interfaces and visible internal passages",,,,requested,,,Measurement applies only to this holder.
501d-img-tip-holder-29-dimension,mig-series-501d,501d-candidate-tip-holder-29,tip-holder,tip-holder-29mm,Contact Tip Holder M8 x 29 mm,dimension,controlled-measurement,/images/products/501d-intake/tip-holder-29mm-dimension.jpg,Exact holder beside calibrated measuring tools,"Show length, both interfaces and visible internal passages",,,,requested,,,Measurement applies only to this holder.
501d-img-rear-media-layout,mig-series-501d,501d-candidate-rear-media-connection-set,rear-media-connection-set,rear-media-connection-set,Rear Media Connection Set,technical,connection-layout,/images/products/501d-intake/rear-media-connection-layout.jpg,All media leads arranged in original order beside a factory connection diagram,Identify each connection only where the factory drawing supplies its function,,,,requested,,,Never assign functions from color alone.
501d-img-rear-media-ends,mig-series-501d,501d-candidate-rear-media-connection-set,rear-media-connection-set,rear-media-connection-set,Rear Media Connection Set,technical,connector-end-detail,/images/products/501d-intake/rear-media-connector-ends.jpg,Macro views of every rear connector and hose end,"Show thread, seal, bore, pin and marking details with calibrated scale",,,,requested,,,Exact assembly only.
501d-img-component-packaging,mig-series-501d,501d-candidate-tip-holder-25,tip-holder,tip-holder-25mm,Contact Tip Holder M8 x 25 mm,packaging,standard-export-packing,/images/products/501d-intake/501d-component-packaging.jpg,Actual packing with visible product identification,"Show quantity label, protection and carton arrangement without unsupported marks",,,,requested,,,Must identify exact covered variants.
