request_id,series_evidence_id,candidate_id,component_key,variant_key,variant_label,asset_role,image_type,target_path,shot_guidance,required_detail,source_owner,usage_rights,file_name,review_status,reviewed_by,reviewed_date,notes_internal
"602-img-contact-tip-ecu-1-2mm-main","mig-series-602","602-candidate-contact-tip-ecu-1-2mm","contact-tip","contact-tip-ecu-1-2mm","E-Cu Contact Tip 1.2 mm","main","front-three-quarter","/images/products/602-intake/contact-tip-ecu-1-2mm-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-ecu-1-2mm-thread-orifice-detail","mig-series-602","602-candidate-contact-tip-ecu-1-2mm","contact-tip","contact-tip-ecu-1-2mm","E-Cu Contact Tip 1.2 mm","technical","thread-and-orifice-detail","/images/products/602-intake/contact-tip-ecu-1-2mm-thread-orifice-detail.jpg","Macro photographs of the thread, wire bore and genuine marking","Show thread profile and both ends in focus; do not alter bore, thread or body geometry","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-ecu-1-6mm-main","mig-series-602","602-candidate-contact-tip-ecu-1-6mm","contact-tip","contact-tip-ecu-1-6mm","E-Cu Contact Tip 1.6 mm","main","front-three-quarter","/images/products/602-intake/contact-tip-ecu-1-6mm-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-ecu-1-6mm-thread-orifice-detail","mig-series-602","602-candidate-contact-tip-ecu-1-6mm","contact-tip","contact-tip-ecu-1-6mm","E-Cu Contact Tip 1.6 mm","technical","thread-and-orifice-detail","/images/products/602-intake/contact-tip-ecu-1-6mm-thread-orifice-detail.jpg","Macro photographs of the thread, wire bore and genuine marking","Show thread profile and both ends in focus; do not alter bore, thread or body geometry","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-cucrzr-1-0mm-main","mig-series-602","602-candidate-contact-tip-cucrzr-1-0mm","contact-tip","contact-tip-cucrzr-1-0mm","CuCrZr Contact Tip 1.0 mm","main","front-three-quarter","/images/products/602-intake/contact-tip-cucrzr-1-0mm-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-cucrzr-1-0mm-thread-orifice-detail","mig-series-602","602-candidate-contact-tip-cucrzr-1-0mm","contact-tip","contact-tip-cucrzr-1-0mm","CuCrZr Contact Tip 1.0 mm","technical","thread-and-orifice-detail","/images/products/602-intake/contact-tip-cucrzr-1-0mm-thread-orifice-detail.jpg","Macro photographs of the thread, wire bore and genuine marking","Show thread profile and both ends in focus; do not alter bore, thread or body geometry","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-cucrzr-1-2mm-main","mig-series-602","602-candidate-contact-tip-cucrzr-1-2mm","contact-tip","contact-tip-cucrzr-1-2mm","CuCrZr Contact Tip 1.2 mm","main","front-three-quarter","/images/products/602-intake/contact-tip-cucrzr-1-2mm-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-cucrzr-1-2mm-thread-orifice-detail","mig-series-602","602-candidate-contact-tip-cucrzr-1-2mm","contact-tip","contact-tip-cucrzr-1-2mm","CuCrZr Contact Tip 1.2 mm","technical","thread-and-orifice-detail","/images/products/602-intake/contact-tip-cucrzr-1-2mm-thread-orifice-detail.jpg","Macro photographs of the thread, wire bore and genuine marking","Show thread profile and both ends in focus; do not alter bore, thread or body geometry","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-cucrzr-1-6mm-main","mig-series-602","602-candidate-contact-tip-cucrzr-1-6mm","contact-tip","contact-tip-cucrzr-1-6mm","CuCrZr Contact Tip 1.6 mm","main","front-three-quarter","/images/products/602-intake/contact-tip-cucrzr-1-6mm-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-cucrzr-1-6mm-thread-orifice-detail","mig-series-602","602-candidate-contact-tip-cucrzr-1-6mm","contact-tip","contact-tip-cucrzr-1-6mm","CuCrZr Contact Tip 1.6 mm","technical","thread-and-orifice-detail","/images/products/602-intake/contact-tip-cucrzr-1-6mm-thread-orifice-detail.jpg","Macro photographs of the thread, wire bore and genuine marking","Show thread profile and both ends in focus; do not alter bore, thread or body geometry","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-cucrzr-2-4mm-main","mig-series-602","602-candidate-contact-tip-cucrzr-2-4mm","contact-tip","contact-tip-cucrzr-2-4mm","CuCrZr Contact Tip 2.4 mm","main","front-three-quarter","/images/products/602-intake/contact-tip-cucrzr-2-4mm-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-cucrzr-2-4mm-thread-orifice-detail","mig-series-602","602-candidate-contact-tip-cucrzr-2-4mm","contact-tip","contact-tip-cucrzr-2-4mm","CuCrZr Contact Tip 2.4 mm","technical","thread-and-orifice-detail","/images/products/602-intake/contact-tip-cucrzr-2-4mm-thread-orifice-detail.jpg","Macro photographs of the thread, wire bore and genuine marking","Show thread profile and both ends in focus; do not alter bore, thread or body geometry","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-holder-m8-25-5mm-main","mig-series-602","602-candidate-contact-tip-holder-m8-25-5mm","tip-holder","contact-tip-holder-m8-25-5mm","Contact Tip Holder M8 x 25.5 mm","main","front-three-quarter","/images/products/602-intake/contact-tip-holder-m8-25-5mm-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-contact-tip-holder-m8-25-5mm-threads-dimensions","mig-series-602","602-candidate-contact-tip-holder-m8-25-5mm","tip-holder","contact-tip-holder-m8-25-5mm","Contact Tip Holder M8 x 25.5 mm","technical","thread-and-dimension-detail","/images/products/602-intake/contact-tip-holder-m8-25-5mm-threads-dimensions.jpg","Show both threaded ends, hex section and cross-hole beside measuring tools","Record both interfaces and overall length without assuming they are identical from the catalog sketch","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-gas-diffuser-dmc-main","mig-series-602","602-candidate-gas-diffuser-dmc","gas-diffuser","gas-diffuser-dmc","Gas Diffuser DMC","main","front-three-quarter","/images/products/602-intake/gas-diffuser-dmc-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-gas-diffuser-ceramic-main","mig-series-602","602-candidate-gas-diffuser-ceramic","gas-diffuser","gas-diffuser-ceramic","Gas Diffuser Ceramic","main","front-three-quarter","/images/products/602-intake/gas-diffuser-ceramic-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-swan-neck-main","mig-series-602","602-candidate-swan-neck","swan-neck","swan-neck","Swan Neck","main","front-three-quarter","/images/products/602-intake/swan-neck-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-swan-neck-connections","mig-series-602","602-candidate-swan-neck","swan-neck","swan-neck","Swan Neck","technical","front-rear-connection-detail","/images/products/602-intake/swan-neck-connections.jpg","Photograph both connection ends and seals from straight angles","Show genuine interfaces and coolant-path evidence without assigning functions from appearance alone","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-cable-support-spring-main","mig-series-602","602-candidate-cable-support-spring","cable-support-spring","cable-support-spring","Cable Support Spring","main","front-three-quarter","/images/products/602-intake/cable-support-spring-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-rear-handle-main","mig-series-602","602-candidate-rear-handle","rear-handle","rear-handle","Rear Handle","main","front-three-quarter","/images/products/602-intake/rear-handle-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-adaptor-nut-main","mig-series-602","602-candidate-adaptor-nut","adaptor-nut","adaptor-nut","Adaptor Nut","main","front-three-quarter","/images/products/602-intake/adaptor-nut-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-central-connector-main","mig-series-602","602-candidate-central-connector","central-connector","central-connector","Central Connector","main","front-three-quarter","/images/products/602-intake/central-connector-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-nut-m10x1-main","mig-series-602","602-candidate-nut-m10x1","connector-nut","nut-m10x1","Nut M10 x 1","main","front-three-quarter","/images/products/602-intake/nut-m10x1-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-liner-3-5m-main","mig-series-602","602-candidate-liner-3-5m","torch-liner","liner-3-5m","Torch Liner 3.5 m","main","front-three-quarter","/images/products/602-intake/liner-3-5m-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-liner-5-5m-main","mig-series-602","602-candidate-liner-5-5m","torch-liner","liner-5-5m","Torch Liner 5.5 m","main","front-three-quarter","/images/products/602-intake/liner-5-5m-main.jpg","White background with one exact product centered and fully visible","Show complete geometry, interfaces and genuine markings in focus","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-rear-media-connection-set-main","mig-series-602","602-candidate-rear-media-connection-set","rear-media-connection-set","rear-media-connection-set","Rear Media Connection Set","main","rear-media-layout","/images/products/602-intake/rear-media-connection-set-main.jpg","Lay out all exact rear connections without crossing or hiding the interfaces","Show every connector and lead; a visual arrangement is not evidence of media function","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
"602-img-rear-media-connection-set-verified-labels","mig-series-602","602-candidate-rear-media-connection-set","rear-media-connection-set","rear-media-connection-set","Rear Media Connection Set","technical","controlled-connection-labels","/images/products/602-intake/rear-media-connection-set-verified-labels.jpg","Photograph verified labels or pair the product with a controlled connection diagram","Identify coolant supply, coolant return, gas, power and control only from controlled evidence","","","","requested","","","Exact candidate only; do not substitute a visually similar part."
