request_id,series_evidence_id,candidate_id,component_key,variant_key,variant_label,asset_role,image_type,target_path,shot_guidance,required_detail,source_owner,usage_rights,file_name,review_status,reviewed_by,reviewed_date,notes_internal
36kd-img-gas-diffuser-dmc-main,mig-series-36kd,36kd-candidate-gas-diffuser-dmc,gas-diffuser,gas-diffuser-dmc,Gas Diffuser DMC,main,front-three-quarter,/images/products/36kd-intake/gas-diffuser-dmc-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-gas-diffuser-ceramic-main,mig-series-36kd,36kd-candidate-gas-diffuser-ceramic,gas-diffuser,gas-diffuser-ceramic,Gas Diffuser Ceramic,main,front-three-quarter,/images/products/36kd-intake/gas-diffuser-ceramic-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-swan-neck-main,mig-series-36kd,36kd-candidate-swan-neck,swan-neck,swan-neck,Swan Neck,main,front-three-quarter,/images/products/36kd-intake/swan-neck-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-cable-support-spring-main,mig-series-36kd,36kd-candidate-cable-support-spring,cable-support-spring,cable-support-spring,Cable Support Spring,main,front-three-quarter,/images/products/36kd-intake/cable-support-spring-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-rear-handle-main,mig-series-36kd,36kd-candidate-rear-handle,rear-handle,rear-handle,Rear Handle,main,front-three-quarter,/images/products/36kd-intake/rear-handle-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-adaptor-nut-main,mig-series-36kd,36kd-candidate-adaptor-nut,adaptor-nut,adaptor-nut,Adaptor Nut,main,front-three-quarter,/images/products/36kd-intake/adaptor-nut-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-euro-connector-main,mig-series-36kd,36kd-candidate-euro-connector,euro-connector,euro-connector,Euro Connector,main,front-three-quarter,/images/products/36kd-intake/euro-connector-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-nut-m10x1-main,mig-series-36kd,36kd-candidate-nut-m10x1,connector-nut,nut-m10x1,Nut M10 x 1,main,front-three-quarter,/images/products/36kd-intake/nut-m10x1-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-liner-3-5m-main,mig-series-36kd,36kd-candidate-liner-3-5m,torch-liner,liner-3-5m,Torch Liner 3.5 m,main,front-three-quarter,/images/products/36kd-intake/liner-3-5m-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-liner-5-5m-main,mig-series-36kd,36kd-candidate-liner-5-5m,torch-liner,liner-5-5m,Torch Liner 5.5 m,main,front-three-quarter,/images/products/36kd-intake/liner-5-5m-main.jpg,White background with one exact product centered and fully visible,"Show complete geometry, connection interfaces and genuine markings in focus",,,,requested,,,One exact candidate only; do not substitute a visually similar part.
36kd-img-complete-torch-3m-connector,mig-series-36kd,36kd-candidate-complete-torch-3m,complete-torch,complete-torch-3m,ORK 36KD Complete Torch 3M,technical,connection-detail,/images/products/36kd-intake/complete-torch-3m-connector.jpg,Square close-up of the machine-side connector and cable transition,"Show pin layout, gas/power interfaces, cable marking and strain relief",,,,requested,,,Connection image does not prove rating or compatibility by itself.
36kd-img-complete-torch-5m-connector,mig-series-36kd,36kd-candidate-complete-torch-5m,complete-torch,complete-torch-5m,ORK 36KD Complete Torch 5M,technical,connection-detail,/images/products/36kd-intake/complete-torch-5m-connector.jpg,Square close-up of the machine-side connector and cable transition,"Show pin layout, gas/power interfaces, cable marking and strain relief",,,,requested,,,Connection image does not prove rating or compatibility by itself.
36kd-img-nozzle-cylindrical-19-20mm-dimension,mig-series-36kd,36kd-candidate-nozzle-cylindrical-19-20,gas-nozzle,nozzle-cylindrical-19-20mm,Cylindrical Nozzle 19/20 mm Reference Conflict,dimension,controlled-measurement,/images/products/36kd-intake/nozzle-cylindrical-19-20mm-dimension.jpg,Exact nozzle beside a calibrated measuring tool with opening and length visible,"Show opening, outside diameter, overall length and connection geometry",,,,requested,,,Required to resolve the 19/20 mm company-catalog conflict.
36kd-img-nozzle-conical-16mm-dimension,mig-series-36kd,36kd-candidate-nozzle-conical-16,gas-nozzle,nozzle-conical-16mm,Conical Nozzle 16 mm,dimension,controlled-measurement,/images/products/36kd-intake/nozzle-conical-16mm-dimension.jpg,Exact nozzle beside a calibrated measuring tool with opening and length visible,"Show opening, outside diameter, overall length and connection geometry",,,,requested,,,Measurement applies only to this exact profile.
36kd-img-nozzle-tapered-12mm-dimension,mig-series-36kd,36kd-candidate-nozzle-tapered-12,gas-nozzle,nozzle-tapered-12mm,Tapered Nozzle 12 mm,dimension,controlled-measurement,/images/products/36kd-intake/nozzle-tapered-12mm-dimension.jpg,Exact nozzle beside a calibrated measuring tool with opening and length visible,"Show opening, outside diameter, overall length and connection geometry",,,,requested,,,Measurement applies only to this exact profile.
36kd-img-tip-ecu-0-8-thread,mig-series-36kd,36kd-candidate-tip-ecu-0-8,contact-tip,contact-tip-ecu-0-8mm,E-Cu Contact Tip 0.8 mm,technical,thread-and-orifice-detail,/images/products/36kd-intake/contact-tip-ecu-0-8mm-detail.jpg,"Macro view of the exact contact tip thread, wire opening and marking","Show thread profile, calibrated bore evidence and genuine material/size marking",,,,requested,,,This detail image cannot confirm other wire-size variants.
36kd-img-tip-cucrzr-0-8-thread,mig-series-36kd,36kd-candidate-tip-cucrzr-0-8,contact-tip,contact-tip-cucrzr-0-8mm,CuCrZr Contact Tip 0.8 mm,technical,thread-and-orifice-detail,/images/products/36kd-intake/contact-tip-cucrzr-0-8mm-detail.jpg,"Macro view of the exact contact tip thread, wire opening and marking","Show thread profile, calibrated bore evidence and genuine material/size marking",,,,requested,,,This detail image cannot confirm other wire-size variants.
36kd-img-tip-holder-25-dimension,mig-series-36kd,36kd-candidate-tip-holder-25,tip-holder,tip-holder-25mm,Contact Tip Holder M8 x 25 mm,dimension,controlled-measurement,/images/products/36kd-intake/tip-holder-25mm-dimension.jpg,Exact holder beside a calibrated measuring tool,Show overall length and both thread interfaces without obscuring ends,,,,requested,,,Measurement applies only to this exact holder length.
36kd-img-tip-holder-28-dimension,mig-series-36kd,36kd-candidate-tip-holder-28,tip-holder,tip-holder-28mm,Contact Tip Holder M8 x 28 mm,dimension,controlled-measurement,/images/products/36kd-intake/tip-holder-28mm-dimension.jpg,Exact holder beside a calibrated measuring tool,Show overall length and both thread interfaces without obscuring ends,,,,requested,,,Measurement applies only to this exact holder length.
36kd-img-tip-holder-34-dimension,mig-series-36kd,36kd-candidate-tip-holder-34,tip-holder,tip-holder-34mm,Contact Tip Holder M8 x 34 mm,dimension,controlled-measurement,/images/products/36kd-intake/tip-holder-34mm-dimension.jpg,Exact holder beside a calibrated measuring tool,Show overall length and both thread interfaces without obscuring ends,,,,requested,,,Measurement applies only to this exact holder length.
36kd-img-component-packaging,mig-series-36kd,36kd-candidate-tip-holder-25,tip-holder,tip-holder-25mm,Contact Tip Holder M8 x 25 mm,packaging,standard-export-packing,/images/products/36kd-intake/36kd-component-packaging.jpg,Actual standard packing and visible product identification,"Show quantity label, protective method and carton arrangement without unsupported marks",,,,requested,,,Packaging evidence must identify exactly which candidate variants it covers.
