request_id,series_evidence_id,candidate_id,component_key,variant_key,variant_label,asset_role,image_type,target_path,shot_guidance,required_detail,source_owner,usage_rights,file_name,review_status,reviewed_by,reviewed_date,notes_internal
24kd-img-tip-cucrzr-1-0-main,mig-series-24kd,24kd-candidate-tip-cucrzr-1-0,contact-tip,contact-tip-cucrzr-1-0mm,CuCrZr Contact Tip 1.0 mm,main,front-three-quarter,/images/products/24kd-intake/contact-tip-cucrzr-1-0mm-main.jpg,White background with one exact contact tip,Show complete body thread wire opening and genuine marking,,,,requested,,,Material grade requires factory evidence.
24kd-img-tip-cucrzr-1-2-main,mig-series-24kd,24kd-candidate-tip-cucrzr-1-2,contact-tip,contact-tip-cucrzr-1-2mm,CuCrZr Contact Tip 1.2 mm,main,front-three-quarter,/images/products/24kd-intake/contact-tip-cucrzr-1-2mm-main.jpg,White background with one exact contact tip,Show complete body thread wire opening and genuine marking,,,,requested,,,Material grade requires factory evidence.
24kd-img-tip-holder-main,mig-series-24kd,24kd-candidate-tip-holder,tip-holder,tip-holder,Contact Tip Holder,main,front-three-quarter,/images/products/24kd-intake/tip-holder-main.jpg,White background with one exact holder,Keep both connection ends and complete body visible,,,,requested,,,Confirm both threads before approval.
24kd-img-diffuser-dmc-main,mig-series-24kd,24kd-candidate-diffuser-dmc,gas-diffuser,gas-diffuser-dmc,Gas Diffuser DMC,main,front-three-quarter,/images/products/24kd-intake/gas-diffuser-dmc-main.jpg,White background with one exact diffuser,Show gas openings material surface and both connection ends,,,,requested,,,DMC is retained as catalog wording only.
24kd-img-diffuser-ceramic-main,mig-series-24kd,24kd-candidate-diffuser-ceramic,gas-diffuser,gas-diffuser-ceramic,Gas Diffuser Ceramic,main,front-three-quarter,/images/products/24kd-intake/gas-diffuser-ceramic-main.jpg,White background with one exact diffuser,Show gas openings ceramic body and both connection ends,,,,requested,,,One exact variant only.
24kd-img-swan-neck-main,mig-series-24kd,24kd-candidate-swan-neck,swan-neck,swan-neck,Swan Neck,main,front-three-quarter,/images/products/24kd-intake/swan-neck-main.jpg,White background with the complete swan neck,Show front thread rear connection bend and insulation without cropping,,,,requested,,,Do not alter bend angle or connections.
24kd-img-cable-support-spring-main,mig-series-24kd,24kd-candidate-cable-support-spring,cable-support-spring,cable-support-spring,Cable Support Spring,main,front-three-quarter,/images/products/24kd-intake/cable-support-spring-main.jpg,White background with one exact spring,Show complete length both ends and attachment geometry,,,,requested,,,Confirm supplied assembly position.
24kd-img-rear-handle-main,mig-series-24kd,24kd-candidate-rear-handle,rear-handle,rear-handle,Rear Handle,main,front-three-quarter,/images/products/24kd-intake/rear-handle-main.jpg,White background with the complete rear handle,Show openings cable entry and connector side without cropping,,,,requested,,,Confirm whether supplied alone or as an assembly.
24kd-img-adaptor-nut-main,mig-series-24kd,24kd-candidate-adaptor-nut,adaptor-nut,adaptor-nut,Adaptor Nut,main,front-three-quarter,/images/products/24kd-intake/adaptor-nut-main.jpg,White background with one exact adaptor nut,Show thread opening profile and tool flats clearly,,,,requested,,,Thread must be measured or factory confirmed.
24kd-img-euro-connector-main,mig-series-24kd,24kd-candidate-euro-connector,euro-connector,euro-connector,Euro Connector,main,front-three-quarter,/images/products/24kd-intake/euro-connector-main.jpg,White background with the complete connector,Show pins gas passage cable interface and retaining features,,,,requested,,,Trade name alone does not confirm interface.
24kd-img-nut-m10x1-main,mig-series-24kd,24kd-candidate-nut-m10x1,connector-nut,nut-m10x1,Nut M10 x 1,main,front-three-quarter,/images/products/24kd-intake/nut-m10x1-main.jpg,White background with one exact nut,Show complete thread profile bore and external geometry,,,,requested,,,Confirm thread pitch and handedness.
24kd-img-liner-3-5m-main,mig-series-24kd,24kd-candidate-liner-3-5m,torch-liner,liner-3-5m,Torch Liner 3.5 m,main,complete-liner-layout,/images/products/24kd-intake/liner-3-5m-main.jpg,White background with liner arranged without tight coils,Show both ends construction color and full supplied length reference,,,,requested,,,Length and wire range require confirmation.
24kd-img-liner-5-5m-main,mig-series-24kd,24kd-candidate-liner-5-5m,torch-liner,liner-5-5m,Torch Liner 5.5 m,main,complete-liner-layout,/images/products/24kd-intake/liner-5-5m-main.jpg,White background with liner arranged without tight coils,Show both ends construction color and full supplied length reference,,,,requested,,,Length and wire range require confirmation.
24kd-img-complete-torch-front-detail,mig-series-24kd,24kd-candidate-complete-torch-3m,complete-torch,complete-torch-3m,ORK 24KD Complete Torch 3M,technical,front-end-stack,/images/products/24kd-intake/complete-torch-front-stack.jpg,Exploded removal-order view of the exact torch front end,Show nozzle diffuser holder contact tip and swan neck in assembly order,,,,requested,,,May support both cable lengths only after exact shared front-end confirmation.
24kd-img-complete-torch-rear-detail,mig-series-24kd,24kd-candidate-complete-torch-3m,complete-torch,complete-torch-3m,ORK 24KD Complete Torch 3M,technical,rear-connector-detail,/images/products/24kd-intake/complete-torch-rear-connector.jpg,Square detail view of the machine-side connector,Show pins gas passage liner entry nut and cable interfaces,,,,requested,,,Do not describe compatibility from the image alone.
24kd-img-nozzle-dimensions,mig-series-24kd,24kd-candidate-nozzle-cylindrical,gas-nozzle,nozzle-cylindrical-17mm,Cylindrical Nozzle 17 mm,dimension,dimension-reference,/images/products/24kd-intake/nozzle-dimensions.jpg,Exact nozzle beside calibrated references or a controlled drawing,Show opening outside diameter overall length and connection for each profile,,,,requested,,,Separate dimension evidence is required for each profile if values differ.
24kd-img-contact-tip-marking,mig-series-24kd,24kd-candidate-tip-ecu-1-0,contact-tip,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,technical,marking-and-orifice,/images/products/24kd-intake/contact-tip-marking-orifice.jpg,Macro view square to the wire opening and genuine marking,Keep marking orifice and end face sharp without retouching geometry,,,,requested,,,A family photo cannot confirm all wire sizes or materials.
24kd-img-contact-tip-dimensions,mig-series-24kd,24kd-candidate-tip-ecu-1-0,contact-tip,contact-tip-ecu-1-0mm,E-Cu Contact Tip 1.0 mm,dimension,dimension-reference,/images/products/24kd-intake/contact-tip-dimensions.jpg,Exact tip beside calibrated references or a controlled drawing,Show thread body diameter overall length and wire opening,,,,requested,,,Evidence applies only to the photographed variant unless factory documentation proves shared geometry.
24kd-img-tip-holder-ends,mig-series-24kd,24kd-candidate-tip-holder,tip-holder,tip-holder,Contact Tip Holder,technical,connection-ends,/images/products/24kd-intake/tip-holder-connection-ends.jpg,Square macro views of both holder ends,Show internal and external thread geometry and shoulders in focus,,,,requested,,,Confirm both mating interfaces.
24kd-img-diffuser-connections,mig-series-24kd,24kd-candidate-diffuser-dmc,gas-diffuser,gas-diffuser-dmc,Gas Diffuser DMC,technical,gas-openings-and-connections,/images/products/24kd-intake/gas-diffuser-connections.jpg,Macro views of gas openings and both connection ends,Show hole count and connection geometry without modification,,,,requested,,,Capture the ceramic variant separately when geometry differs.
24kd-img-swan-neck-connections,mig-series-24kd,24kd-candidate-swan-neck,swan-neck,swan-neck,Swan Neck,technical,connection-ends,/images/products/24kd-intake/swan-neck-connection-ends.jpg,Macro views of the front and rear connection ends,Show threads mating shoulders and insulation termination clearly,,,,requested,,,Do not infer fit from outer shape.
24kd-img-liner-ends,mig-series-24kd,24kd-candidate-liner-3-5m,torch-liner,liner-3-5m,Torch Liner 3.5 m,technical,end-geometry,/images/products/24kd-intake/liner-end-geometry.jpg,Side-by-side macro views of both liner ends,Show tip geometry fittings and liner construction in focus,,,,requested,,,Confirm whether end geometry is shared across both lengths.
24kd-img-component-packaging,mig-series-24kd,24kd-candidate-tip-holder,tip-holder,tip-holder,Contact Tip Holder,packaging,standard-export-packing,/images/products/24kd-intake/24kd-component-packaging.jpg,Actual standard packing and visible product identification,Show quantity label protective method and carton arrangement without unsupported marks,,,,requested,,,Packaging evidence must identify which candidate variants it covers.
24kd-img-component-bulk,mig-series-24kd,24kd-candidate-tip-holder,tip-holder,tip-holder,Contact Tip Holder,bulk,batch-identification,/images/products/24kd-intake/24kd-component-bulk.jpg,Actual product batch laid out for inspection,Show consistent geometry and readable internal batch identification without customer information,,,,requested,,,Do not use as production-capacity evidence.
