request_id,series_evidence_id,candidate_id,component_key,variant_key,variant_label,asset_role,image_type,target_path,shot_guidance,required_detail,source_owner,usage_rights,file_name,review_status,reviewed_by,reviewed_date,notes_internal
15ak-img-std-torch-2-5m-main,mig-series-15ak,15ak-candidate-std-torch-2-5m,std-complete-torch,std-torch-2-5m,ORK 15AK Complete Torch 2.5 m,main,complete-torch-layout,/images/products/15ak-intake/std-torch-2-5m-main.jpg,White background with the complete torch and cable arranged without tight coils,"Show handle, swan neck, full cable assembly and machine-side termination without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-torch-3m-main,mig-series-15ak,15ak-candidate-std-torch-3m,std-complete-torch,std-torch-3m,ORK 15AK Complete Torch 3 m,main,complete-torch-layout,/images/products/15ak-intake/std-torch-3m-main.jpg,White background with the complete torch and cable arranged without tight coils,"Show handle, swan neck, full cable assembly and machine-side termination without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-nozzle-cylindrical-16mm-main,mig-series-15ak,15ak-candidate-std-nozzle-cylindrical-16mm,std-gas-nozzle,std-nozzle-cylindrical-16mm,Standard Arrangement Cylindrical Nozzle 16 mm,main,front-three-quarter,/images/products/15ak-intake/std-nozzle-cylindrical-16mm-main.jpg,White background with one exact nozzle in front-three-quarter view,"Show complete profile, opening and attachment end without perspective distortion",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-nozzle-conical-12mm-main,mig-series-15ak,15ak-candidate-std-nozzle-conical-12mm,std-gas-nozzle,std-nozzle-conical-12mm,Standard Arrangement Conical Nozzle 12 mm,main,front-three-quarter,/images/products/15ak-intake/std-nozzle-conical-12mm-main.jpg,White background with one exact nozzle in front-three-quarter view,"Show complete profile, opening and attachment end without perspective distortion",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-nozzle-tapered-9-5mm-main,mig-series-15ak,15ak-candidate-std-nozzle-tapered-9-5mm,std-gas-nozzle,std-nozzle-tapered-9-5mm,Standard Arrangement Tapered Nozzle 9.5 mm,main,front-three-quarter,/images/products/15ak-intake/std-nozzle-tapered-9-5mm-main.jpg,White background with one exact nozzle in front-three-quarter view,"Show complete profile, opening and attachment end without perspective distortion",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-ecu-0-6mm-main,mig-series-15ak,15ak-candidate-std-tip-ecu-0-6mm,std-contact-tip,std-tip-ecu-0-6mm,Standard Arrangement E-Cu Contact Tip 0.6 mm,main,front-three-quarter,/images/products/15ak-intake/std-tip-ecu-0-6mm-main.jpg,White background with one exact contact tip,"Show complete body, thread, wire opening and genuine marking without retouching geometry",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-ecu-0-8mm-main,mig-series-15ak,15ak-candidate-std-tip-ecu-0-8mm,std-contact-tip,std-tip-ecu-0-8mm,Standard Arrangement E-Cu Contact Tip 0.8 mm,main,front-three-quarter,/images/products/15ak-intake/std-tip-ecu-0-8mm-main.jpg,White background with one exact contact tip,"Show complete body, thread, wire opening and genuine marking without retouching geometry",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-ecu-0-9mm-main,mig-series-15ak,15ak-candidate-std-tip-ecu-0-9mm,std-contact-tip,std-tip-ecu-0-9mm,Standard Arrangement E-Cu Contact Tip 0.9 mm,main,front-three-quarter,/images/products/15ak-intake/std-tip-ecu-0-9mm-main.jpg,White background with one exact contact tip,"Show complete body, thread, wire opening and genuine marking without retouching geometry",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-ecu-1-0mm-main,mig-series-15ak,15ak-candidate-std-tip-ecu-1-0mm,std-contact-tip,std-tip-ecu-1-0mm,Standard Arrangement E-Cu Contact Tip 1.0 mm,main,front-three-quarter,/images/products/15ak-intake/std-tip-ecu-1-0mm-main.jpg,White background with one exact contact tip,"Show complete body, thread, wire opening and genuine marking without retouching geometry",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-cucrzr-0-6mm-main,mig-series-15ak,15ak-candidate-std-tip-cucrzr-0-6mm,std-contact-tip,std-tip-cucrzr-0-6mm,Standard Arrangement CuCrZr Contact Tip 0.6 mm,main,front-three-quarter,/images/products/15ak-intake/std-tip-cucrzr-0-6mm-main.jpg,White background with one exact contact tip,"Show complete body, thread, wire opening and genuine marking without retouching geometry",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-cucrzr-0-8mm-main,mig-series-15ak,15ak-candidate-std-tip-cucrzr-0-8mm,std-contact-tip,std-tip-cucrzr-0-8mm,Standard Arrangement CuCrZr Contact Tip 0.8 mm,main,front-three-quarter,/images/products/15ak-intake/std-tip-cucrzr-0-8mm-main.jpg,White background with one exact contact tip,"Show complete body, thread, wire opening and genuine marking without retouching geometry",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-cucrzr-1-0mm-main,mig-series-15ak,15ak-candidate-std-tip-cucrzr-1-0mm,std-contact-tip,std-tip-cucrzr-1-0mm,Standard Arrangement CuCrZr Contact Tip 1.0 mm,main,front-three-quarter,/images/products/15ak-intake/std-tip-cucrzr-1-0mm-main.jpg,White background with one exact contact tip,"Show complete body, thread, wire opening and genuine marking without retouching geometry",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-holder-spring-main,mig-series-15ak,15ak-candidate-std-tip-holder-spring,std-tip-holder-spring,std-tip-holder-spring,Contact Tip Holder Spring,main,front-three-quarter,/images/products/15ak-intake/std-tip-holder-spring-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-insulator-main,mig-series-15ak,15ak-candidate-std-insulator,std-insulator,std-insulator,Insulator,main,front-three-quarter,/images/products/15ak-intake/std-insulator-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-swan-neck-main,mig-series-15ak,15ak-candidate-std-swan-neck,std-swan-neck,std-swan-neck,Swan Neck,main,front-three-quarter,/images/products/15ak-intake/std-swan-neck-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-cable-support-spring-main,mig-series-15ak,15ak-candidate-std-cable-support-spring,std-cable-support-spring,std-cable-support-spring,Cable Support Spring,main,front-three-quarter,/images/products/15ak-intake/std-cable-support-spring-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-rear-handle-main,mig-series-15ak,15ak-candidate-std-rear-handle,std-rear-handle,std-rear-handle,Rear Handle,main,front-three-quarter,/images/products/15ak-intake/std-rear-handle-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-adaptor-nut-main,mig-series-15ak,15ak-candidate-std-adaptor-nut,std-adaptor-nut,std-adaptor-nut,Adaptor Nut,main,front-three-quarter,/images/products/15ak-intake/std-adaptor-nut-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-euro-connector-main,mig-series-15ak,15ak-candidate-std-euro-connector,std-euro-connector,std-euro-connector,Euro Connector,main,front-three-quarter,/images/products/15ak-intake/std-euro-connector-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-tip-holder-main,mig-series-15ak,15ak-candidate-std-tip-holder,std-contact-tip-holder,std-tip-holder,Standard Arrangement Contact Tip Holder,main,front-three-quarter,/images/products/15ak-intake/std-tip-holder-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-connector-nut-m10x1-main,mig-series-15ak,15ak-candidate-std-connector-nut-m10x1,std-connector-nut,std-connector-nut-m10x1,Connector Nut M10 x 1,main,front-three-quarter,/images/products/15ak-intake/std-connector-nut-m10x1-main.jpg,White background with one exact component in front-three-quarter view,"Show complete geometry, both connection ends and genuine markings without cropping",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-liner-3-5m-main,mig-series-15ak,15ak-candidate-std-liner-3-5m,std-torch-liner,std-liner-3-5m,Standard Arrangement Torch Liner 3.5 m,main,complete-liner-layout,/images/products/15ak-intake/std-liner-3-5m-main.jpg,White background with the exact liner arranged without tight coils,"Show both ends, construction, color and a full-length reference",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-std-liner-5-5m-main,mig-series-15ak,15ak-candidate-std-liner-5-5m,std-torch-liner,std-liner-5-5m,Standard Arrangement Torch Liner 5.5 m,main,complete-liner-layout,/images/products/15ak-intake/std-liner-5-5m-main.jpg,White background with the exact liner arranged without tight coils,"Show both ends, construction, color and a full-length reference",,,,requested,,,Exact product candidate only. Do not approve from a family-level or visually similar image.
15ak-img-av-front-stack,mig-series-15ak,15ak-candidate-av-torch-2-5m,av-complete-torch,av-torch-2-5m,ORK 15AK Air Valve Torch 2.5 m,technical,front-end-stack,/images/products/15ak-intake/av-front-end-stack.jpg,Exploded removal-order view of the exact air-valve torch front end,"Show nozzle, contact tip, holder, insulator, swan neck, nut and valve in assembly order",,,,requested,,,Applies only after exact shared front-end evidence is established.
15ak-img-av-valve-lines,mig-series-15ak,15ak-candidate-av-air-valve,av-air-valve,av-air-valve,Air Valve,technical,valve-and-line-connections,/images/products/15ak-intake/av-valve-line-connections.jpg,Square detail views of the exact valve and attached lines,"Show valve ports, air line, switch line, terminals and handle interface",,,,requested,,,Do not infer media or electrical roles from color alone.
15ak-img-av-nozzle-dimensions,mig-series-15ak,15ak-candidate-av-nozzle-cylindrical-16mm,av-gas-nozzle,av-nozzle-cylindrical-16mm,Air-Valve Arrangement Cylindrical Nozzle 16 mm,dimension,dimension-reference,/images/products/15ak-intake/av-nozzle-dimensions.jpg,Exact air-valve arrangement nozzle beside calibrated references or a controlled drawing,"Show opening, outside diameter, overall length and attachment",,,,requested,,,A family drawing cannot confirm every profile.
15ak-img-av-tip-marking,mig-series-15ak,15ak-candidate-av-tip-ecu-0-8mm,av-contact-tip,av-tip-ecu-0-8mm,Air-Valve Arrangement E-Cu Contact Tip 0.8 mm,technical,marking-and-orifice,/images/products/15ak-intake/av-contact-tip-marking-orifice.jpg,Macro view square to the exact contact-tip opening and genuine marking,"Keep marking, orifice, end face and thread sharp",,,,requested,,,One image cannot confirm every wire size or material.
15ak-img-av-holder-ends,mig-series-15ak,15ak-candidate-av-tip-holder,av-contact-tip-holder,av-tip-holder,Air-Valve Arrangement Contact Tip Holder,technical,connection-ends,/images/products/15ak-intake/av-tip-holder-connection-ends.jpg,Square macro views of both exact holder ends,"Show threads, shoulders and seating geometry in focus",,,,requested,,,Confirm both mating interfaces.
15ak-img-av-liner-ends,mig-series-15ak,15ak-candidate-av-liner-2-5m,av-torch-liner,av-liner-2-5m,Air-Valve Arrangement Torch Liner 2.5 m,technical,end-geometry,/images/products/15ak-intake/av-liner-end-geometry.jpg,Side-by-side macro views of both exact liner ends,"Show fittings, tip geometry and liner construction",,,,requested,,,Confirm whether end geometry is shared across lengths.
15ak-img-std-front-stack,mig-series-15ak,15ak-candidate-std-torch-2-5m,std-complete-torch,std-torch-2-5m,ORK 15AK Complete Torch 2.5 m,technical,front-end-stack,/images/products/15ak-intake/std-front-end-stack.jpg,Exploded removal-order view of the exact standard torch front end,"Show nozzle, contact tip, holder spring, holder, insulator and swan neck in assembly order",,,,requested,,,Applies only after exact shared front-end evidence is established.
15ak-img-std-rear-stack,mig-series-15ak,15ak-candidate-std-torch-2-5m,std-complete-torch,std-torch-2-5m,ORK 15AK Complete Torch 2.5 m,technical,rear-connection-stack,/images/products/15ak-intake/std-rear-connection-stack.jpg,Exploded arrangement of the exact rear cable and connector components,"Show support spring, rear handle, adaptor nut, connector, nut and liner entry in order",,,,requested,,,Do not claim machine compatibility from the photograph alone.
15ak-img-std-nozzle-dimensions,mig-series-15ak,15ak-candidate-std-nozzle-cylindrical-16mm,std-gas-nozzle,std-nozzle-cylindrical-16mm,Standard Arrangement Cylindrical Nozzle 16 mm,dimension,dimension-reference,/images/products/15ak-intake/std-nozzle-dimensions.jpg,Exact standard arrangement nozzle beside calibrated references or a controlled drawing,"Show opening, outside diameter, overall length and attachment",,,,requested,,,A family drawing cannot confirm every profile.
15ak-img-std-tip-marking,mig-series-15ak,15ak-candidate-std-tip-ecu-0-8mm,std-contact-tip,std-tip-ecu-0-8mm,Standard Arrangement E-Cu Contact Tip 0.8 mm,technical,marking-and-orifice,/images/products/15ak-intake/std-contact-tip-marking-orifice.jpg,Macro view square to the exact contact-tip opening and genuine marking,"Keep marking, orifice, end face and thread sharp",,,,requested,,,One image cannot confirm every wire size or material.
15ak-img-std-holder-ends,mig-series-15ak,15ak-candidate-std-tip-holder,std-contact-tip-holder,std-tip-holder,Standard Arrangement Contact Tip Holder,technical,connection-ends,/images/products/15ak-intake/std-tip-holder-connection-ends.jpg,Square macro views of both exact holder ends,"Show threads, shoulders and seating geometry in focus",,,,requested,,,Confirm both mating interfaces.
15ak-img-std-liner-ends,mig-series-15ak,15ak-candidate-std-liner-3-5m,std-torch-liner,std-liner-3-5m,Standard Arrangement Torch Liner 3.5 m,technical,end-geometry,/images/products/15ak-intake/std-liner-end-geometry.jpg,Side-by-side macro views of both exact liner ends,"Show fittings, tip geometry and liner construction",,,,requested,,,Confirm whether end geometry is shared across lengths.
